life_expectancy;continent;location;date;total_cases;total_deaths;hospital_beds_per_thousand;gdp_per_capita;population;population_density;median_age;aged_65_older
77.55;Oceania;New Caledonia;12/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;13/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;14/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;15/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;16/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;17/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;18/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;19/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;20/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;21/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;22/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;23/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;24/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;25/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;26/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;27/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;28/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;29/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;30/04/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;01/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;02/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;03/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;04/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;05/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;06/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;07/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;08/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;09/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;10/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;11/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;12/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;13/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;14/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;15/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;16/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;17/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;18/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;19/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;20/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;21/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;22/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;23/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;24/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;25/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;26/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;27/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;28/05/2020;180;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;29/05/2020;190;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;30/05/2020;190;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;31/05/2020;190;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;01/06/2020;190;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;02/06/2020;200;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;03/06/2020;200;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;04/06/2020;200;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;05/06/2020;200;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;06/06/2020;200;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;07/06/2020;200;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;08/06/2020;200;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;09/06/2020;200;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;10/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;11/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;12/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;13/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;14/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;15/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;16/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;17/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;18/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;19/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;20/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;21/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;22/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;23/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;24/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;25/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;26/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;27/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;28/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;29/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;30/06/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;01/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;02/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;03/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;04/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;05/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;06/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;07/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;08/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;09/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;10/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;11/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;12/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;13/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;14/07/2020;210;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;15/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;16/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;17/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;18/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;19/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;20/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;21/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;22/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;23/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;24/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;25/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;26/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;27/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;28/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;29/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;30/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;31/07/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;01/08/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;02/08/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;03/08/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;04/08/2020;220;0;0;0;2854910;15342;33.4;9954
77.55;Oceania;New Caledonia;05/08/2020;220;0;0;0;2854910;15342;33.4;9954
82.29;Oceania;New Zealand;31/12/2019;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;01/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;02/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;03/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;04/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;05/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;06/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;07/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;08/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;09/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;10/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;11/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;12/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;13/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;14/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;15/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;16/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;17/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;18/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;19/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;20/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;21/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;22/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;23/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;24/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;25/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;26/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;27/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;28/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;29/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;30/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;31/01/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;01/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;02/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;03/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;04/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;05/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;06/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;07/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;08/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;09/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;10/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;11/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;12/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;13/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;14/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;15/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;16/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;17/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;18/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;19/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;20/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;21/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;22/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;23/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;24/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;25/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;26/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;27/02/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;28/02/2020;10;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;29/02/2020;10;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;01/03/2020;10;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;02/03/2020;10;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;04/03/2020;20;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;05/03/2020;30;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;06/03/2020;40;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;07/03/2020;50;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;09/03/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;10/03/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;11/03/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;12/03/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;13/03/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;14/03/2020;60;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;15/03/2020;80;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;16/03/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;17/03/2020;0;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;18/03/2020;200;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;19/03/2020;280;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;20/03/2020;390;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;21/03/2020;530;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;22/03/2020;660;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;23/03/2020;1020;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;24/03/2020;1420;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;25/03/2020;1890;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;26/03/2020;2620;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;27/03/2020;3380;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;28/03/2020;4160;0;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;29/03/2020;4760;10;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;30/03/2020;5520;10;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;31/03/2020;6470;10;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;01/04/2020;6470;10;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;02/04/2020;7230;10;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;03/04/2020;7720;10;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;04/04/2020;8240;10;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;05/04/2020;8720;10;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;06/04/2020;9110;10;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;07/04/2020;9430;10;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;08/04/2020;9690;10;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;09/04/2020;9920;10;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;10/04/2020;10150;20;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;11/04/2020;10350;40;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;12/04/2020;10490;40;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;13/04/2020;10640;50;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;14/04/2020;10720;90;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;15/04/2020;10780;90;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;16/04/2020;10840;90;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;17/04/2020;10860;110;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;18/04/2020;10940;110;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;19/04/2020;10980;120;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;20/04/2020;11050;120;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;21/04/2020;11070;130;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;22/04/2020;11120;140;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;23/04/2020;11120;160;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;24/04/2020;11140;170;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;25/04/2020;11170;180;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;26/04/2020;11210;180;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;27/04/2020;11220;190;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;28/04/2020;11240;190;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;29/04/2020;11260;190;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;30/04/2020;11290;190;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;01/05/2020;11320;190;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;02/05/2020;11340;200;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;03/05/2020;11360;200;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;04/05/2020;11370;200;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;05/05/2020;11370;200;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;06/05/2020;11380;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;07/05/2020;11390;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;08/05/2020;11410;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;09/05/2020;11420;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;10/05/2020;11440;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;11/05/2020;11470;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;12/05/2020;11470;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;13/05/2020;11470;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;14/05/2020;11470;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;15/05/2020;11480;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;16/05/2020;11480;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;17/05/2020;11490;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;18/05/2020;11490;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;19/05/2020;11530;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;20/05/2020;11530;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;21/05/2020;11530;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;22/05/2020;11540;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;23/05/2020;11540;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;24/05/2020;11540;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;25/05/2020;11540;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;26/05/2020;11540;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;27/05/2020;11540;210;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;28/05/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;29/05/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;30/05/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;31/05/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;01/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;02/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;03/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;04/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;05/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;06/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;07/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;08/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;09/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;10/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;11/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;12/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;13/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;14/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;15/06/2020;11540;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;16/06/2020;11560;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;17/06/2020;11560;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;18/06/2020;11570;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;19/06/2020;11570;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;20/06/2020;11590;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;21/06/2020;11610;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;22/06/2020;11630;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;23/06/2020;11650;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;24/06/2020;11660;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;25/06/2020;11690;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;26/06/2020;11700;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;27/06/2020;11720;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;28/06/2020;11760;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;29/06/2020;11780;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;30/06/2020;11780;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;01/07/2020;11780;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;02/07/2020;11800;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;03/07/2020;11800;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;04/07/2020;11800;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;05/07/2020;11830;220;261;36085843;48222330;18206;37.9;15322
82.29;Oceania;New Zealand;06/07/2020;11830;220;261;36085843;48222330;18206;37.9;15322
