life_expectancy;continent;location;date;total_cases;total_deaths;hospital_beds_per_thousand;gdp_per_capita;population;population_density;median_age;aged_65_older
64.83;Asia;Afghanistan;31/12/2019;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;01/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;02/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;03/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;04/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;05/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;06/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;07/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;08/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;09/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;10/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;11/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;12/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;13/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;14/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;15/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;16/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;17/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;18/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;19/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;20/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;21/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;22/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;23/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;24/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;25/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;26/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;27/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;28/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;29/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;30/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;31/01/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;01/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;02/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;03/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;04/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;05/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;06/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;07/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;08/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;09/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;10/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;11/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;12/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;13/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;14/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;15/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;16/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;17/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;18/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;19/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;20/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;21/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;22/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;23/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;24/02/2020;0;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;25/02/2020;10;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;26/02/2020;10;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;27/02/2020;10;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;28/02/2020;10;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;29/02/2020;10;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;01/03/2020;10;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;02/03/2020;10;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;08/03/2020;40;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;11/03/2020;70;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;15/03/2020;100;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;16/03/2020;160;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;17/03/2020;210;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;18/03/2020;220;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;19/03/2020;220;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;20/03/2020;220;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;21/03/2020;240;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;22/03/2020;240;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;23/03/2020;340;0;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;24/03/2020;400;10;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;25/03/2020;420;10;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;26/03/2020;750;10;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;27/03/2020;750;10;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;28/03/2020;910;20;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;29/03/2020;1060;30;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;30/03/2020;1140;40;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;31/03/2020;1410;40;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;01/04/2020;1660;40;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;02/04/2020;1920;40;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;03/04/2020;2350;40;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;04/04/2020;2350;40;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;05/04/2020;2700;50;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;06/04/2020;2990;70;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;07/04/2020;3370;70;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;08/04/2020;3670;110;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;09/04/2020;4230;140;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;10/04/2020;4840;150;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;11/04/2020;5210;150;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;12/04/2020;5550;180;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;13/04/2020;6070;180;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;14/04/2020;6650;210;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;15/04/2020;7140;230;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;16/04/2020;7840;250;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;17/04/2020;7940;290;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;18/04/2020;8450;300;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;19/04/2020;9080;300;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;20/04/2020;9960;330;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;21/04/2020;10310;350;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;22/04/2020;10920;360;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;23/04/2020;11760;400;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;24/04/2020;12810;420;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;25/04/2020;13510;430;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;26/04/2020;14630;470;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;27/04/2020;15310;570;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;28/04/2020;17030;570;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;29/04/2020;18270;600;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;30/04/2020;19490;600;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;01/05/2020;21710;640;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;02/05/2020;23350;680;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;03/05/2020;24690;720;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;04/05/2020;27040;850;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;05/05/2020;28940;900;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;06/05/2020;32240;950;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;07/05/2020;33920;1040;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;08/05/2020;35630;1060;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;09/05/2020;37780;1090;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;10/05/2020;40330;1150;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;11/05/2020;44020;1200;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;12/05/2020;46870;1220;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;13/05/2020;49670;1270;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;14/05/2020;52260;1300;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;15/05/2020;53390;1360;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;16/05/2020;64020;1680;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;17/05/2020;64020;1680;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;18/05/2020;66640;1690;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;19/05/2020;70720;1730;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;20/05/2020;76530;1780;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;21/05/2020;81450;1870;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;22/05/2020;86760;1930;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;23/05/2020;92160;2050;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;24/05/2020;99980;2160;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;25/05/2020;105820;2180;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;26/05/2020;111730;2190;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;27/05/2020;118310;2200;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;28/05/2020;124560;2270;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;29/05/2020;130360;2350;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;30/05/2020;136590;2460;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;31/05/2020;145250;2490;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;01/06/2020;152050;2570;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;02/06/2020;157500;2650;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;03/06/2020;165090;2700;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;04/06/2020;172670;2940;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;05/06/2020;180540;3000;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;06/06/2020;189690;3090;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;07/06/2020;195510;3270;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;08/06/2020;203420;3570;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;09/06/2020;209170;3690;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;10/06/2020;214590;3840;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;11/06/2020;221430;4050;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;12/06/2020;228900;4260;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;13/06/2020;235460;4460;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;14/06/2020;241020;4510;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;15/06/2020;247660;4710;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;16/06/2020;255270;4780;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;17/06/2020;263100;4910;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;18/06/2020;268740;5040;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;19/06/2020;275320;5460;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;20/06/2020;278780;5480;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;21/06/2020;284240;5690;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;22/06/2020;288330;5810;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;23/06/2020;291430;5980;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;24/06/2020;294810;6180;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;25/06/2020;297150;6390;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;26/06/2020;301750;6750;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;27/06/2020;304510;6830;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;28/06/2020;306160;7030;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;29/06/2020;309670;7210;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;30/06/2020;312380;7330;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;01/07/2020;315170;7460;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;02/07/2020;318360;7740;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;03/07/2020;320220;8070;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;04/07/2020;323240;8190;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;05/07/2020;326720;8260;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;06/07/2020;329510;8640;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;07/07/2020;333840;9200;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;08/07/2020;335940;9360;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;09/07/2020;336530;9370;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;10/07/2020;339080;9570;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;11/07/2020;343660;9940;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;12/07/2020;344510;10100;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;13/07/2020;344510;10100;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;14/07/2020;344550;10120;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;15/07/2020;347400;10450;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;16/07/2020;349940;10940;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;17/07/2020;350700;11150;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;18/07/2020;352890;11470;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;19/07/2020;353010;11640;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;20/07/2020;354750;11810;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;21/07/2020;356150;11860;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;22/07/2020;357270;11900;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;23/07/2020;359150;12110;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;24/07/2020;359280;12110;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;25/07/2020;360360;12460;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;26/07/2020;361570;12590;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;27/07/2020;362630;12690;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;28/07/2020;363680;12700;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;29/07/2020;364710;12710;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;30/07/2020;364710;12710;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;31/07/2020;365420;12710;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;01/08/2020;367100;12830;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;02/08/2020;367100;12830;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;03/08/2020;367100;12840;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;04/08/2020;367470;12880;5;1803987;389283410;54422;18.6;2581
64.83;Asia;Afghanistan;05/08/2020;368290;12940;5;1803987;389283410;54422;18.6;2581
78.57;Europe;Albania;09/03/2020;20;0;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;10/03/2020;60;0;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;11/03/2020;100;0;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;12/03/2020;110;10;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;13/03/2020;230;10;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;14/03/2020;330;10;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;15/03/2020;380;10;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;16/03/2020;420;10;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;17/03/2020;510;10;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;18/03/2020;550;10;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;19/03/2020;590;20;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;20/03/2020;700;20;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;21/03/2020;700;20;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;22/03/2020;760;20;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;23/03/2020;890;20;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;24/03/2020;1000;40;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;25/03/2020;1230;50;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;26/03/2020;1460;50;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;27/03/2020;1740;60;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;28/03/2020;1860;90;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;29/03/2020;1970;100;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;30/03/2020;2120;100;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;31/03/2020;2230;120;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;01/04/2020;2430;150;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;02/04/2020;2590;150;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;03/04/2020;2770;160;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;04/04/2020;3040;170;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;05/04/2020;3330;190;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;06/04/2020;3610;210;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;07/04/2020;3770;220;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;08/04/2020;3830;220;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;09/04/2020;4000;220;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;10/04/2020;4090;230;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;11/04/2020;4160;230;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;12/04/2020;4330;230;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;13/04/2020;4460;230;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;14/04/2020;4670;230;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;15/04/2020;4750;240;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;16/04/2020;4940;250;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;17/04/2020;5180;260;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;18/04/2020;5390;260;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;19/04/2020;5480;260;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;20/04/2020;5620;260;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;21/04/2020;5840;260;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;22/04/2020;6090;260;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;23/04/2020;6340;270;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;24/04/2020;6630;270;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;25/04/2020;6780;270;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;26/04/2020;7120;270;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;27/04/2020;7260;280;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;28/04/2020;7360;280;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;29/04/2020;7500;300;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;30/04/2020;7660;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;01/05/2020;7730;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;02/05/2020;7820;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;03/05/2020;7890;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;04/05/2020;7950;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;05/05/2020;8030;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;06/05/2020;8200;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;07/05/2020;8320;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;08/05/2020;8420;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;09/05/2020;8500;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;10/05/2020;8560;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;11/05/2020;8680;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;12/05/2020;8720;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;13/05/2020;8760;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;14/05/2020;8800;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;15/05/2020;8980;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;16/05/2020;9160;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;17/05/2020;9330;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;18/05/2020;9460;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;19/05/2020;9480;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;20/05/2020;9490;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;21/05/2020;9640;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;22/05/2020;9690;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;23/05/2020;9810;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;24/05/2020;9890;310;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;25/05/2020;9980;320;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;26/05/2020;10040;320;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;27/05/2020;10290;330;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;28/05/2020;10500;330;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;29/05/2020;10760;330;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;30/05/2020;10990;330;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;31/05/2020;11220;330;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;01/06/2020;11370;330;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;02/06/2020;11430;330;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;03/06/2020;11640;330;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;04/06/2020;11840;330;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;05/06/2020;11970;330;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;06/06/2020;12120;330;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;07/06/2020;12320;340;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;08/06/2020;12460;340;289;11803431;28778000;104871;38.0;13188
78.57;Europe;Albania;09/06/2020;12630;340;289;11803431;28778000;104871;38.0;13188
