life_expectancy;continent;location;date;total_cases;total_deaths;total_deaths_per_million;gdp_per_capita;population;population_density;median_age;aged_65_older;hospital_beds_per_thousand
64.83;Asia;Afghanistan;31/12/2019;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;01/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;02/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;03/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;04/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;05/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;06/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;07/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;08/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;09/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;10/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;11/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;12/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;13/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;14/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;15/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;16/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;17/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;18/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;19/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;20/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;21/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;22/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;23/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;24/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;25/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;26/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;27/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;28/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;29/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;30/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;31/01/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;01/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;02/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;03/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;04/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;05/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;06/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;07/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;08/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;09/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;10/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;11/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;12/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;13/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;14/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;15/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;16/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;17/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;18/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;19/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;20/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;21/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;22/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;23/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;24/02/2020;0.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;25/02/2020;1.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;26/02/2020;1.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;27/02/2020;1.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;28/02/2020;1.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;29/02/2020;1.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;01/03/2020;1.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;02/03/2020;1.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;08/03/2020;4.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;11/03/2020;7.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;15/03/2020;10.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;16/03/2020;16.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;17/03/2020;21.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;18/03/2020;22.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;19/03/2020;22.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;20/03/2020;22.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;21/03/2020;24.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;22/03/2020;24.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;23/03/2020;34.0;0.0;0.0;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;24/03/2020;40.0;1.0;26;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;25/03/2020;42.0;1.0;26;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;26/03/2020;75.0;1.0;26;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;27/03/2020;75.0;1.0;26;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;28/03/2020;91.0;2.0;51;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;29/03/2020;106.0;3.0;77;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;30/03/2020;114.0;4.0;103;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;31/03/2020;141.0;4.0;103;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;01/04/2020;166.0;4.0;103;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;02/04/2020;192.0;4.0;103;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;03/04/2020;235.0;4.0;103;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;04/04/2020;235.0;4.0;103;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;05/04/2020;270.0;5.0;128;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;06/04/2020;299.0;7.0;0.18;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;07/04/2020;337.0;7.0;0.18;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;08/04/2020;367.0;11.0;283;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;09/04/2020;423.0;14.0;0.36;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;10/04/2020;484.0;15.0;385;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;11/04/2020;521.0;15.0;385;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;12/04/2020;555.0;18.0;462;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;13/04/2020;607.0;18.0;462;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;14/04/2020;665.0;21.0;539;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;15/04/2020;714.0;23.0;591;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;16/04/2020;784.0;25.0;642;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;17/04/2020;794.0;29.0;745;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;18/04/2020;845.0;30.0;771;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;19/04/2020;908.0;30.0;771;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;20/04/2020;996.0;33.0;848;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;21/04/2020;1031.0;35.0;899;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;22/04/2020;1092.0;36.0;925;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;23/04/2020;1176.0;40.0;1.028;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;24/04/2020;1281.0;42.0;1.079;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;25/04/2020;1351.0;43.0;1.105;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;26/04/2020;1463.0;47.0;1.207;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;27/04/2020;1531.0;57.0;1.464;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;28/04/2020;1703.0;57.0;1.464;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;29/04/2020;1827.0;60.0;1.541;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;30/04/2020;1949.0;60.0;1.541;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;01/05/2020;2171.0;64.0;1.644;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;02/05/2020;2335.0;68.0;1.747;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;03/05/2020;2469.0;72.0;1.85;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;04/05/2020;2704.0;85.0;2.183;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;05/05/2020;2894.0;90.0;2.312;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;06/05/2020;3224.0;95.0;2.44;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;07/05/2020;3392.0;104.0;2.672;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;08/05/2020;3563.0;106.0;2.723;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;09/05/2020;3778.0;109.0;2.8;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;10/05/2020;4033.0;115.0;2.954;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;11/05/2020;4402.0;120.0;3.083;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;12/05/2020;4687.0;122.0;3.134;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;13/05/2020;4967.0;127.0;3.262;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;14/05/2020;5226.0;130.0;3.339;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;15/05/2020;5339.0;136.0;3.494;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;16/05/2020;6402.0;168.0;4.316;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;17/05/2020;6402.0;168.0;4.316;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;18/05/2020;6664.0;169.0;4.341;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;19/05/2020;7072.0;173.0;4.444;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;20/05/2020;7653.0;178.0;4.573;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;21/05/2020;8145.0;187.0;4.804;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;22/05/2020;8676.0;193.0;4.958;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;23/05/2020;9216.0;205.0;5.266;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;24/05/2020;9998.0;216.0;5.549;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;25/05/2020;10582.0;218.0;5.6;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;26/05/2020;11173.0;219.0;5.626;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;27/05/2020;11831.0;220.0;5.651;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;28/05/2020;12456.0;227.0;5.831;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;29/05/2020;13036.0;235.0;6.037;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;30/05/2020;13659.0;246.0;6.319;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;31/05/2020;14525.0;249.0;6.396;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;01/06/2020;15205.0;257.0;6.602;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;02/06/2020;15750.0;265.0;6.807;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;03/06/2020;16509.0;270.0;6.936;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;04/06/2020;17267.0;294.0;7.552;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;05/06/2020;18054.0;300.0;7.706;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;06/06/2020;18969.0;309.0;7.938;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;07/06/2020;19551.0;327.0;8.4;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;08/06/2020;20342.0;357.0;9.171;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;09/06/2020;20917.0;369.0;9.479;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;10/06/2020;21459.0;384.0;9.864;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;11/06/2020;22143.0;405.0;10.404;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;12/06/2020;22890.0;426.0;10.943;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;13/06/2020;23546.0;446.0;11.457;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;14/06/2020;24102.0;451.0;11.585;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;15/06/2020;24766.0;471.0;12.099;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;16/06/2020;25527.0;478.0;12.279;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;17/06/2020;26310.0;491.0;12.613;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;18/06/2020;26874.0;504.0;12.947;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;19/06/2020;27532.0;546.0;14.026;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;20/06/2020;27878.0;548.0;14.077;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;21/06/2020;28424.0;569.0;14.617;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;22/06/2020;28833.0;581.0;14.925;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;23/06/2020;29143.0;598.0;15.362;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;24/06/2020;29481.0;618.0;15.875;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;25/06/2020;29715.0;639.0;16.415;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;26/06/2020;30175.0;675.0;17.34;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;27/06/2020;30451.0;683.0;17.545;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;28/06/2020;30616.0;703.0;18.059;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;29/06/2020;30967.0;721.0;18.521;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;30/06/2020;31238.0;733.0;18.829;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;01/07/2020;31517.0;746.0;19.163;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;02/07/2020;31836.0;774.0;19.883;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;03/07/2020;32022.0;807.0;20.73;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;04/07/2020;32324.0;819.0;21.039;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;05/07/2020;32672.0;826.0;21.218;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;06/07/2020;32951.0;864.0;22.195;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;07/07/2020;33384.0;920.0;23.633;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;08/07/2020;33594.0;936.0;24.044;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;09/07/2020;33653.0;937.0;24.07;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;10/07/2020;33908.0;957.0;24.584;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;11/07/2020;34366.0;994.0;25.534;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;12/07/2020;34451.0;1010.0;25.945;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;13/07/2020;34451.0;1010.0;25.945;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;14/07/2020;34455.0;1012.0;25.996;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;15/07/2020;34740.0;1045.0;26.844;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;16/07/2020;34994.0;1094.0;28.103;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;17/07/2020;35070.0;1115.0;28.642;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;18/07/2020;35289.0;1147.0;29.464;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;19/07/2020;35301.0;1164.0;29.901;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;20/07/2020;35475.0;1181.0;30.338;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;21/07/2020;35615.0;1186.0;30.466;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;22/07/2020;35727.0;1190.0;30.569;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;23/07/2020;35915.0;1211.0;31.108;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;24/07/2020;35928.0;1211.0;31.108;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;25/07/2020;36036.0;1246.0;32.008;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;26/07/2020;36157.0;1259.0;32.341;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;27/07/2020;36263.0;1269.0;32.598;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;28/07/2020;36368.0;1270.0;32.624;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;29/07/2020;36471.0;1271.0;32.65;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;30/07/2020;36471.0;1271.0;32.65;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;31/07/2020;36542.0;1271.0;32.65;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;01/08/2020;36710.0;1283.0;32.958;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;02/08/2020;36710.0;1283.0;32.958;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;03/08/2020;36710.0;1284.0;32.984;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;04/08/2020;36747.0;1288.0;33.086;1.803.987;38928341.0;54.422;18.6;2.581;0.5
64.83;Asia;Afghanistan;05/08/2020;36829.0;1294.0;33.241;1.803.987;38928341.0;54.422;18.6;2.581;0.5
78.57;Europe;Albania;09/03/2020;2.0;0.0;0.0;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;10/03/2020;6.0;0.0;0.0;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;11/03/2020;10.0;0.0;0.0;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;12/03/2020;11.0;1.0;347;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;13/03/2020;23.0;1.0;347;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;14/03/2020;33.0;1.0;347;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;15/03/2020;38.0;1.0;347;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;16/03/2020;42.0;1.0;347;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;17/03/2020;51.0;1.0;347;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;18/03/2020;55.0;1.0;347;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;19/03/2020;59.0;2.0;695;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;20/03/2020;70.0;2.0;695;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;21/03/2020;70.0;2.0;695;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;22/03/2020;76.0;2.0;695;11.803.431;2877800.0;104.871;38.0;13.188;2.89
78.57;Europe;Albania;23/03/2020;89.0;2.0;695;11.803.431;2877800.0;104.871;38.0;13.188;2.89
